"","poll_id","pollster_id","pollster","question_id","sample_size","pollscore","methodology","days_taken_from_election","end_date","start_date","state","candidate_name","pct"
"17",87542,1102,"Emerson",204153,800,-1.1,"IVR/Online Panel/Text-to-Web",106,2024-07-23,2024-07-22,"Arizona","Kamala Harris",39.8
"18",87721,1424,"Siena/NYT",205634,693,-1.5,"Live Phone",91,2024-08-09,2024-08-06,"Pennsylvania","Kamala Harris",46
"19",87943,1102,"Emerson",207322,775,-1.1,"IVR/Online Panel/Text-to-Web",72,2024-08-28,2024-08-25,"North Carolina","Kamala Harris",49
"20",88393,460,"SurveyUSA",210966,646,-1.3,"Online Panel",43,2024-09-26,2024-09-23,"Minnesota","Kamala Harris",50
"21",87614,241,"Ipsos",204763,1238,-0.9,"Probability Panel",104,2024-07-25,2024-07-24,"National","Kamala Harris",38
"22",87920,568,"YouGov",207186,1368,-1.1,"Online Panel",72,2024-08-27,2024-08-25,"National","Kamala Harris",47
"23",88135,1075,"Marquette Law School",209226,738,-1.1,"Live Phone/Email",69,2024-09-05,2024-08-28,"Wisconsin","Kamala Harris",48
"24",88735,396,"Quinnipiac",212959,1031,-0.5,"Live Phone",26,2024-10-14,2024-10-10,"North Carolina","Kamala Harris",49
"25",88797,1528,"AtlasIntel",213386,1529,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Michigan","Kamala Harris",46.8
"26",87760,568,"YouGov",205810,1407,-1.1,"Online Panel",86,2024-08-13,2024-08-11,"National","Kamala Harris",46
"27",87530,241,"Ipsos",203950,1241,-0.9,"Probability Panel",106,2024-07-23,2024-07-22,"National","Kamala Harris",37
"28",88233,1205,"Marist",210072,1312,-0.9,"Live Phone/Online Panel/Text-to-Web",54,2024-09-17,2024-09-12,"Wisconsin","Kamala Harris",50
"29",88325,1866,"CNN/SSRS",210546,2074,-0.6,"Probability Panel",47,2024-09-22,2024-09-19,"National","Kamala Harris",47
"30",87808,1424,"Siena/NYT",206209,655,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"North Carolina","Kamala Harris",45
"31",88558,241,"Ipsos",211858,1076,-0.9,"Probability Panel",32,2024-10-07,2024-10-04,"National","Kamala Harris",51
"32",88592,396,"Quinnipiac",212155,1412,-0.5,"Live Phone",33,2024-10-07,2024-10-03,"Pennsylvania","Kamala Harris",49
"33",88665,1424,"Siena/NYT",212463,808,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Arizona","Kamala Harris",45
"34",87999,241,"Ipsos",207601,2496,-0.9,"Probability Panel",74,2024-08-27,2024-08-23,"National","Kamala Harris",49
"35",87918,568,"YouGov",207083,1200,-1.1,"Online Panel",75,2024-08-26,2024-08-22,"National","Kamala Harris",44
"36",88079,370,"Pew",208240,8044,-0.4,"Probability Panel",71,2024-09-02,2024-08-26,"National","Kamala Harris",49
"37",88405,1424,"Siena/NYT",211033,687,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Ohio","Kamala Harris",45
"38",88703,241,"Ipsos",212605,769,-0.9,"Probability Panel",25,2024-10-13,2024-10-11,"National","Kamala Harris",47
"39",88556,1424,"Siena/NYT",212202,617,-1.5,"Live Phone",37,2024-10-04,2024-09-29,"Texas","Kamala Harris",44
"40",88212,396,"Quinnipiac",209903,905,-0.5,"Live Phone",54,2024-09-16,2024-09-12,"Michigan","Kamala Harris",50
"41",87857,525,"U. New Hampshire",206549,924,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Vermont","Kamala Harris",70
"42",87809,1424,"Siena/NYT",206212,661,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"Georgia","Kamala Harris",44
"43",88123,800,"Kaiser Family Foundation",208945,1084,-0.3,"Live Phone/Probability Panel",71,2024-09-04,2024-08-26,"National","Kamala Harris",48
"44",88736,1597,"Beacon/Shaw",212990,870,-1.1,"Live Phone/Text-to-Web",25,2024-10-14,2024-10-11,"National","Kamala Harris",48
"45",87806,1424,"Siena/NYT",206203,677,-1.5,"Live Phone",89,2024-08-15,2024-08-08,"Arizona","Kamala Harris",50
"46",87719,1424,"Siena/NYT",205626,619,-1.5,"Live Phone",92,2024-08-08,2024-08-05,"Michigan","Kamala Harris",50
"47",88105,1460,"Washington Post/George Mason University",208349,1005,-0.8,"Live Phone/Text-to-Web",62,2024-09-08,2024-09-04,"Virginia","Kamala Harris",51
"48",88407,1424,"Siena/NYT",211043,680,-1.5,"Live Phone",42,2024-09-26,2024-09-24,"Nebraska CD-2","Kamala Harris",52
"49",87628,568,"YouGov",204845,1434,-1.1,"Online Panel",101,2024-07-30,2024-07-27,"National","Kamala Harris",46
"50",87635,1102,"Emerson",204852,1000,-1.1,"Online Panel/Text-to-Web",102,2024-07-28,2024-07-26,"New Hampshire","Kamala Harris",52.4
"51",88278,1424,"Siena/NYT",210342,682,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"North Carolina","Kamala Harris",46
"52",88413,1528,"AtlasIntel",211073,1775,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Pennsylvania","Kamala Harris",48
"53",88276,1424,"Siena/NYT",210335,713,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"Arizona","Kamala Harris",43
"54",88170,568,"YouGov",209430,1090,-1.1,"Online Panel",55,2024-09-13,2024-09-11,"National","Kamala Harris",49
"55",88667,241,"Ipsos",212483,2226,-0.9,"Probability Panel",32,2024-10-08,2024-10-04,"National","Kamala Harris",50
"56",88590,568,"YouGov",212127,1230,-1.1,"Online Panel",30,2024-10-07,2024-10-06,"National","Kamala Harris",49
"57",88558,241,"Ipsos",211856,1272,-0.9,"Probability Panel",32,2024-10-07,2024-10-04,"National","Kamala Harris",48
"58",88666,1292,"Hart/POS",212485,1000,-0.7,"Live Phone",32,2024-10-08,2024-10-04,"National","Kamala Harris",46
"59",88404,1424,"Siena/NYT",211031,688,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Michigan","Kamala Harris",48
"60",88325,1866,"CNN/SSRS",210545,2074,-0.6,"Probability Panel",47,2024-09-22,2024-09-19,"National","Kamala Harris",48
"61",87946,241,"Ipsos",207533,3562,-0.9,"Probability Panel",76,2024-08-28,2024-08-21,"National","Kamala Harris",45
"62",87939,1102,"Emerson",207323,850,-1.1,"IVR/Online Panel/Text-to-Web",72,2024-08-28,2024-08-25,"Wisconsin","Kamala Harris",49.1
"63",87543,1102,"Emerson",204154,800,-1.1,"IVR/Online Panel/Text-to-Web",106,2024-07-23,2024-07-22,"Georgia","Kamala Harris",43.3
"64",88177,241,"Ipsos",209518,3276,-0.9,"Probability Panel",55,2024-09-13,2024-09-11,"National","Kamala Harris",51
"65",88229,438,"Siena",210093,1003,-0.8,"Live Phone/Text-to-Web",55,2024-09-16,2024-09-11,"New York","Kamala Harris",55
"66",88665,1424,"Siena/NYT",212461,808,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Arizona","Kamala Harris",46
"67",87794,241,"Ipsos",206254,1975,-0.9,"Probability Panel",88,2024-08-13,2024-08-09,"National","Kamala Harris",47
"68",87543,1102,"Emerson",204149,800,-1.1,"IVR/Online Panel/Text-to-Web",106,2024-07-23,2024-07-22,"Georgia","Kamala Harris",48.9
"69",88073,1424,"Siena/NYT",207968,1695,-1.5,"Live Phone",63,2024-09-06,2024-09-03,"National","Kamala Harris",47
"70",88278,1424,"Siena/NYT",210341,682,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"North Carolina","Kamala Harris",47
"71",88801,1528,"AtlasIntel",213395,932,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Wisconsin","Kamala Harris",49
"72",88496,1102,"Emerson",211489,1000,-1.1,"IVR/Online Panel/Text-to-Web",37,2024-10-01,2024-09-29,"National","Kamala Harris",50.2
"73",88634,370,"Pew",212276,4025,-0.4,"Probability Panel",36,2024-10-06,2024-09-30,"National","Kamala Harris",50
"74",88211,396,"Quinnipiac",209905,1331,-0.5,"Live Phone",54,2024-09-16,2024-09-12,"Pennsylvania","Kamala Harris",51
"75",88238,1102,"Emerson",210079,895,-1.1,"IVR/Online Panel/Text-to-Web",51,2024-09-18,2024-09-15,"Nevada","Kamala Harris",48.8
"76",88613,1205,"Marist",212193,1410,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Florida","Kamala Harris",47
"77",88011,1516,"East Carolina University",207685,920,-0.5,"IVR/Text-to-Web",71,2024-08-28,2024-08-26,"North Carolina","Kamala Harris",46.9
"78",88664,1424,"Siena/NYT",212459,857,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Pennsylvania","Kamala Harris",50
"79",88397,1866,"CNN/SSRS",210987,749,-0.6,"Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone",46,2024-09-25,2024-09-20,"Nebraska CD-2","Kamala Harris",53
"80",88267,290,"MassINC Polling Group",210291,800,-0.8,"Live Phone/Text-to-Web",54,2024-09-18,2024-09-12,"Pennsylvania","Kamala Harris",52
"81",88358,241,"Ipsos",210761,1029,-0.9,"Probability Panel",46,2024-09-22,2024-09-20,"National","Kamala Harris",42
"82",87544,1102,"Emerson",204150,800,-1.1,"IVR/Online Panel/Text-to-Web",106,2024-07-23,2024-07-22,"Michigan","Kamala Harris",49.1
"83",88101,396,"Quinnipiac",208324,969,-0.5,"Live Phone",62,2024-09-08,2024-09-04,"Georgia","Kamala Harris",45
"84",88670,568,"YouGov",212487,2712,-1.1,"Online Panel",28,2024-10-11,2024-10-08,"National","Kamala Harris",51
"85",88795,1528,"AtlasIntel",213383,1440,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Arizona","Kamala Harris",49.3
"86",88800,1528,"AtlasIntel",213392,2048,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Pennsylvania","Kamala Harris",46.5
"87",87698,1075,"Marquette Law School",205425,877,-1.1,"Live Phone/Email",104,2024-08-01,2024-07-24,"Wisconsin","Kamala Harris",49
"88",87882,1102,"Emerson",206738,965,-1.1,"IVR/Online Panel/Text-to-Web",77,2024-08-22,2024-08-20,"New Mexico","Kamala Harris",53.6
"89",88280,460,"SurveyUSA",210414,619,-1.3,"Online Panel",54,2024-09-18,2024-09-12,"New Mexico","Kamala Harris",50
"90",87807,1424,"Siena/NYT",206214,677,-1.5,"Live Phone",85,2024-08-15,2024-08-12,"Nevada","Kamala Harris",44
"91",88105,1460,"Washington Post/George Mason University",208348,1005,-0.8,"Live Phone/Text-to-Web",62,2024-09-08,2024-09-04,"Virginia","Kamala Harris",50
"92",88242,1424,"Siena/NYT",210087,1082,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"Pennsylvania","Kamala Harris",50
"93",88615,1205,"Marist",212196,1511,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Ohio","Kamala Harris",46
"94",87781,1102,"Emerson",206012,1000,-1.1,"IVR/Online Panel/Text-to-Web",85,2024-08-14,2024-08-12,"National","Kamala Harris",52.3
"95",88734,396,"Quinnipiac",212960,1328,-0.5,"Live Phone",26,2024-10-14,2024-10-10,"Georgia","Kamala Harris",46
"96",88177,241,"Ipsos",209515,3276,-0.9,"Probability Panel",55,2024-09-13,2024-09-11,"National","Kamala Harris",51
"97",87933,1597,"Beacon/Shaw",207249,999,-1.1,"Live Phone/Text-to-Web",74,2024-08-26,2024-08-23,"North Carolina","Kamala Harris",47
"98",88189,1102,"Emerson",209629,1000,-1.1,"Online Panel/Text-to-Web",54,2024-09-13,2024-09-12,"Indiana","Kamala Harris",40.7
"99",87859,525,"U. New Hampshire",206551,490,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Maine CD-1","Kamala Harris",62
"100",87721,1424,"Siena/NYT",205631,693,-1.5,"Live Phone",91,2024-08-09,2024-08-06,"Pennsylvania","Kamala Harris",45
"101",88431,486,"The Washington Post",211144,1001,-1.2,"Live Phone/Text-to-Web",41,2024-09-29,2024-09-25,"North Carolina","Kamala Harris",47
"102",88556,1424,"Siena/NYT",212203,617,-1.5,"Live Phone",37,2024-10-04,2024-09-29,"Texas","Kamala Harris",41
"103",88395,1866,"CNN/SSRS",210986,931,-0.6,"Live Phone/Text-to-Web/Email/Mail-to-Web/Mail-to-Phone",46,2024-09-25,2024-09-20,"North Carolina","Kamala Harris",48
"104",88666,1292,"Hart/POS",212486,1000,-0.7,"Live Phone",32,2024-10-08,2024-10-04,"National","Kamala Harris",48
"105",87860,525,"U. New Hampshire",206552,443,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Maine CD-2","Kamala Harris",49
"106",88368,1205,"Marist",210785,1420,-0.9,"Live Phone/Online Panel/Text-to-Web",47,2024-09-24,2024-09-19,"Georgia","Kamala Harris",49
"107",88667,241,"Ipsos",212481,1714,-0.9,"Probability Panel",32,2024-10-08,2024-10-04,"National","Kamala Harris",50
"108",88488,1075,"Marquette Law School",211434,882,-1.1,"Probability Panel",48,2024-09-26,2024-09-18,"Wisconsin","Kamala Harris",52
"109",88080,568,"YouGov",208269,500,-1.1,"Online Panel",82,2024-08-23,2024-08-15,"Pennsylvania","Kamala Harris",43
"110",87988,460,"SurveyUSA",207573,635,-1.3,"Online Panel",70,2024-08-29,2024-08-27,"Minnesota","Kamala Harris",48
"111",88613,1205,"Marist",212192,1257,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Florida","Kamala Harris",47
"112",88412,1528,"AtlasIntel",211070,858,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Nevada","Kamala Harris",50.5
"113",88407,1424,"Siena/NYT",211044,680,-1.5,"Live Phone",42,2024-09-26,2024-09-24,"Nebraska CD-2","Kamala Harris",51
"114",88737,1847,"University of Massachusetts Lowell/YouGov",213056,800,-1,"Online Panel",34,2024-10-09,2024-10-02,"Pennsylvania","Kamala Harris",46
"115",88558,241,"Ipsos",211854,1076,-0.9,"Probability Panel",32,2024-10-07,2024-10-04,"National","Kamala Harris",46
"116",88361,568,"YouGov",210760,1441,-1.1,"Online Panel",46,2024-09-24,2024-09-20,"Georgia","Kamala Harris",49
"117",87930,1597,"Beacon/Shaw",207243,1014,-1.1,"Live Phone/Text-to-Web",74,2024-08-26,2024-08-23,"Arizona","Kamala Harris",48
"118",88239,1102,"Emerson",210080,880,-1.1,"IVR/Online Panel/Text-to-Web",51,2024-09-18,2024-09-15,"Pennsylvania","Kamala Harris",49.6
"119",88555,1424,"Siena/NYT",211849,622,-1.5,"Live Phone",37,2024-10-06,2024-09-29,"Florida","Kamala Harris",40
"120",87612,509,"U. North Florida",204676,774,-0.6,"Live Phone/Text-to-Web",104,2024-07-27,2024-07-24,"Florida","Kamala Harris",42
"121",88276,1424,"Siena/NYT",210332,713,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"Arizona","Kamala Harris",45
"122",88503,217,"High Point University",211536,814,-0.4,"Online Panel",46,2024-09-29,2024-09-20,"North Carolina","Kamala Harris",48
"123",88328,396,"Quinnipiac",210568,1728,-0.5,"Live Phone",47,2024-09-22,2024-09-19,"National","Kamala Harris",47
"124",88364,1102,"Emerson",210789,950,-1.1,"Online Panel/Text-to-Web",44,2024-09-24,2024-09-22,"Texas","Kamala Harris",46.7
"125",88228,1424,"Siena/NYT",210084,2437,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"National","Kamala Harris",46
"126",88203,1308,"Data Orbital",209816,550,-0.9,"Live Phone/Text-to-Web",59,2024-09-09,2024-09-07,"Arizona","Kamala Harris",46
"127",88105,1460,"Washington Post/George Mason University",208350,1005,-0.8,"Live Phone/Text-to-Web",62,2024-09-08,2024-09-04,"Virginia","Kamala Harris",49
"128",88235,1102,"Emerson",210076,868,-1.1,"IVR/Online Panel/Text-to-Web",51,2024-09-18,2024-09-15,"Arizona","Kamala Harris",48.7
"129",87932,1597,"Beacon/Shaw",207247,1026,-1.1,"Live Phone/Text-to-Web",74,2024-08-26,2024-08-23,"Nevada","Kamala Harris",48
"130",87794,241,"Ipsos",206224,2336,-0.9,"Probability Panel",88,2024-08-13,2024-08-09,"National","Kamala Harris",47
"131",87945,458,"Suffolk",207330,1000,-1,"Live Phone",72,2024-08-28,2024-08-25,"National","Kamala Harris",47.6
"132",87794,241,"Ipsos",206223,1505,-0.9,"Probability Panel",88,2024-08-13,2024-08-09,"National","Kamala Harris",51
"133",88242,1424,"Siena/NYT",210089,1082,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"Pennsylvania","Kamala Harris",48
"134",88618,1901,"YouGov/Center for Working Class Politics",212208,1000,-1.1,"Online Panel",42,2024-10-02,2024-09-24,"Pennsylvania","Kamala Harris",46.8
"135",88556,1424,"Siena/NYT",211850,617,-1.5,"Live Phone",37,2024-10-04,2024-09-29,"Texas","Kamala Harris",44
"136",87699,1075,"Marquette Law School",205434,683,-1.1,"Probability Panel",104,2024-08-01,2024-07-24,"National","Kamala Harris",53
"137",88488,1075,"Marquette Law School",211437,798,-1.1,"Probability Panel",48,2024-09-26,2024-09-18,"Wisconsin","Kamala Harris",49
"138",88527,568,"YouGov",211691,1150,-1.1,"Online Panel",34,2024-10-04,2024-10-02,"National","Kamala Harris",46
"139",88233,1205,"Marist",210073,1194,-0.9,"Live Phone/Online Panel/Text-to-Web",54,2024-09-17,2024-09-12,"Wisconsin","Kamala Harris",50
"140",88410,1528,"AtlasIntel",211063,946,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Arizona","Kamala Harris",48.6
"141",88374,1302,"Echelon Insights",210847,1005,-0.8,"Online Panel",43,2024-09-25,2024-09-23,"National","Kamala Harris",52
"142",88796,1528,"AtlasIntel",213384,1411,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Georgia","Kamala Harris",48.1
"143",88135,1075,"Marquette Law School",209224,738,-1.1,"Live Phone/Email",69,2024-09-05,2024-08-28,"Wisconsin","Kamala Harris",52
"144",88228,1424,"Siena/NYT",210083,2437,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"National","Kamala Harris",47
"145",87870,1050,"SurveyUSA/High Point University",206654,1053,-1.3,"Online Panel",78,2024-08-21,2024-08-19,"North Carolina","Kamala Harris",46
"146",88170,568,"YouGov",209374,1090,-1.1,"Online Panel",55,2024-09-13,2024-09-11,"National","Kamala Harris",50
"147",87700,1102,"Emerson",205438,1000,-1.1,"Online Panel/Text-to-Web",92,2024-08-06,2024-08-05,"Montana","Kamala Harris",39
"148",88609,1102,"Emerson",212188,900,-1.1,"IVR/Online Panel/Text-to-Web",31,2024-10-08,2024-10-05,"Nevada","Kamala Harris",49.2
"149",88021,568,"YouGov",207698,1389,-1.1,"Online Panel",65,2024-09-03,2024-09-01,"National","Kamala Harris",47
"150",88241,1102,"Emerson",210082,1000,-1.1,"IVR/Online Panel/Text-to-Web",51,2024-09-18,2024-09-15,"Wisconsin","Kamala Harris",48.7
"151",88232,1205,"Marist",210070,1663,-0.9,"Live Phone/Online Panel/Text-to-Web",54,2024-09-17,2024-09-12,"Pennsylvania","Kamala Harris",49
"152",88018,1866,"CNN/SSRS",207694,626,-0.6,"Probability Panel",74,2024-08-29,2024-08-23,"Nevada","Kamala Harris",48
"153",87530,241,"Ipsos",203948,1241,-0.9,"Probability Panel",106,2024-07-23,2024-07-22,"National","Kamala Harris",39
"154",87857,525,"U. New Hampshire",206548,924,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"Vermont","Kamala Harris",67
"155",87557,1424,"Siena/NYT",204206,1142,-1.5,"Live Phone",106,2024-07-24,2024-07-22,"National","Kamala Harris",44
"156",88274,568,"YouGov",210307,3129,-1.1,"Online Panel",48,2024-09-20,2024-09-18,"National","Kamala Harris",52
"157",88712,1075,"Marquette Law School",212867,780,-1.1,"Probability Panel",35,2024-10-10,2024-10-01,"National","Kamala Harris",43
"158",88558,241,"Ipsos",211857,1076,-0.9,"Probability Panel",32,2024-10-07,2024-10-04,"National","Kamala Harris",50
"159",88593,396,"Quinnipiac",212156,1073,-0.5,"Live Phone",33,2024-10-07,2024-10-03,"Wisconsin","Kamala Harris",46
"160",88381,1597,"Beacon/Shaw",210908,707,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Georgia","Kamala Harris",50
"161",87856,525,"U. New Hampshire",206546,2048,-0.3,"Probability Panel",82,2024-08-19,2024-08-15,"New Hampshire","Kamala Harris",50
"162",88363,1205,"Marist",210783,1264,-0.9,"Live Phone/Online Panel/Text-to-Web",47,2024-09-24,2024-09-19,"Arizona","Kamala Harris",49
"163",88234,1205,"Marist",210075,1138,-0.9,"Live Phone/Online Panel/Text-to-Web",54,2024-09-17,2024-09-12,"Michigan","Kamala Harris",52
"164",88414,1528,"AtlasIntel",211075,1077,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Wisconsin","Kamala Harris",48.2
"165",87808,1424,"Siena/NYT",206213,655,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"North Carolina","Kamala Harris",46
"166",87719,1424,"Siena/NYT",205632,619,-1.5,"Live Phone",92,2024-08-08,2024-08-05,"Michigan","Kamala Harris",48
"167",87899,1302,"Echelon Insights",206913,1031,-0.8,"Online Panel",74,2024-08-25,2024-08-23,"National","Kamala Harris",47
"168",87936,1102,"Emerson",207319,800,-1.1,"IVR/Online Panel/Text-to-Web",72,2024-08-28,2024-08-25,"Michigan","Kamala Harris",51.2
"169",87931,1597,"Beacon/Shaw",207246,1014,-1.1,"Live Phone/Text-to-Web",74,2024-08-26,2024-08-23,"Georgia","Kamala Harris",50
"170",88710,568,"YouGov",212852,1314,-1.1,"Online Panel",24,2024-10-15,2024-10-12,"National","Kamala Harris",49
"171",87555,568,"YouGov",204188,1155,-1.1,"Online Panel",106,2024-07-23,2024-07-22,"National","Kamala Harris",44
"172",88412,1528,"AtlasIntel",211069,858,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Nevada","Kamala Harris",50.6
"173",88606,1102,"Emerson",212185,1000,-1.1,"IVR/Online Panel/Text-to-Web",31,2024-10-08,2024-10-05,"Arizona","Kamala Harris",48.2
"174",88736,1597,"Beacon/Shaw",212989,1110,-1.1,"Live Phone/Text-to-Web",25,2024-10-14,2024-10-11,"National","Kamala Harris",48
"175",88351,568,"YouGov",210699,1220,-1.1,"Online Panel",45,2024-09-24,2024-09-21,"National","Kamala Harris",49
"176",88665,1424,"Siena/NYT",212462,808,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Arizona","Kamala Harris",45
"177",88072,568,"YouGov",207967,946,-1.1,"Online Panel",63,2024-09-06,2024-09-03,"Wisconsin","Kamala Harris",51
"178",88593,396,"Quinnipiac",212159,1073,-0.5,"Live Phone",33,2024-10-07,2024-10-03,"Wisconsin","Kamala Harris",47
"179",88799,1528,"AtlasIntel",213390,1674,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"North Carolina","Kamala Harris",49.5
"180",87808,1424,"Siena/NYT",206201,655,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"North Carolina","Kamala Harris",49
"181",87558,525,"U. New Hampshire",204333,1445,-0.3,"Online Panel/Text-to-Web",105,2024-07-25,2024-07-23,"Maine","Kamala Harris",48
"182",87807,1424,"Siena/NYT",206210,677,-1.5,"Live Phone",85,2024-08-15,2024-08-12,"Nevada","Kamala Harris",42
"183",88403,1597,"Beacon/Shaw",211022,1021,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Pennsylvania","Kamala Harris",50
"184",87882,1102,"Emerson",206739,965,-1.1,"IVR/Online Panel/Text-to-Web",77,2024-08-22,2024-08-20,"New Mexico","Kamala Harris",51
"185",88001,460,"SurveyUSA",207604,507,-1.3,"IVR/Online Panel/Text-to-Web",74,2024-08-27,2024-08-23,"Nebraska CD-2","Kamala Harris",47
"186",88366,1205,"Marist",210788,1348,-0.9,"Live Phone/Online Panel/Text-to-Web",47,2024-09-24,2024-09-19,"North Carolina","Kamala Harris",49
"187",88208,568,"YouGov",209883,1445,-1.1,"Online Panel",51,2024-09-17,2024-09-15,"National","Kamala Harris",49
"188",88368,1205,"Marist",210786,1220,-0.9,"Live Phone/Online Panel/Text-to-Web",47,2024-09-24,2024-09-19,"Georgia","Kamala Harris",49
"189",88081,568,"YouGov",208264,500,-1.1,"Online Panel",82,2024-08-23,2024-08-15,"Wisconsin","Kamala Harris",48
"190",88271,1292,"Hart/POS",210305,1000,-0.7,"Live Phone",53,2024-09-17,2024-09-13,"National","Kamala Harris",49
"191",88177,241,"Ipsos",209516,2772,-0.9,"Probability Panel",55,2024-09-13,2024-09-11,"National","Kamala Harris",51
"192",87720,1424,"Siena/NYT",205627,661,-1.5,"Live Phone",92,2024-08-08,2024-08-05,"Wisconsin","Kamala Harris",50
"193",88703,241,"Ipsos",213034,938,-0.9,"Probability Panel",25,2024-10-13,2024-10-11,"National","Kamala Harris",41
"194",88664,1424,"Siena/NYT",212460,857,-1.5,"Live Phone",29,2024-10-10,2024-10-07,"Pennsylvania","Kamala Harris",49
"195",88798,1528,"AtlasIntel",213389,1171,-0.8,"Online Ad",24,2024-10-17,2024-10-12,"Nevada","Kamala Harris",48.4
"196",87918,568,"YouGov",207080,1194,-1.1,"Online Panel",75,2024-08-26,2024-08-22,"National","Kamala Harris",46
"197",88458,396,"Quinnipiac",211302,942,-0.5,"Live Phone",41,2024-09-29,2024-09-25,"Georgia","Kamala Harris",45
