"","poll_id","pollster_id","pollster","question_id","sample_size","pollscore","methodology","days_taken_from_election","end_date","start_date","state","candidate_name","pct"
"150",88406,1424,"Siena/NYT",211038,680,-1.5,"Live Phone",45,2024-09-26,2024-09-21,"Wisconsin","Donald Trump",45
"151",88402,1597,"Beacon/Shaw",211018,991,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"North Carolina","Donald Trump",48
"152",88515,1515,"Data for Progress",211650,1211,-1.2,"Online Panel",34,2024-10-03,2024-10-02,"National","Donald Trump",46
"153",87778,370,"Pew",205903,7569,-0.4,"Probability Panel",92,2024-08-11,2024-08-05,"National","Donald Trump",45
"154",87698,1075,"Marquette Law School",205427,877,-1.1,"Live Phone/Email",104,2024-08-01,2024-07-24,"Wisconsin","Donald Trump",43
"155",88482,568,"YouGov",211402,1261,-1.1,"Online Panel",37,2024-10-01,2024-09-29,"National","Donald Trump",46
"156",87698,1075,"Marquette Law School",205426,801,-1.1,"Live Phone/Email",104,2024-08-01,2024-07-24,"Wisconsin","Donald Trump",49
"157",87723,1492,"YouGov Blue",205658,802,-1.1,"Online Panel",92,2024-08-09,2024-08-05,"North Carolina","Donald Trump",46
"158",88617,1424,"Siena/NYT",212204,656,-1.5,"Live Phone",31,2024-10-08,2024-10-05,"Montana","Donald Trump",57
"159",88095,396,"Quinnipiac",208327,940,-0.5,"Live Phone",62,2024-09-08,2024-09-04,"North Carolina","Donald Trump",47
"160",88617,1424,"Siena/NYT",212206,656,-1.5,"Live Phone",31,2024-10-08,2024-10-05,"Montana","Donald Trump",57
"161",87582,1597,"Beacon/Shaw",204504,1046,-1.1,"Live Phone/Text-to-Web",106,2024-07-24,2024-07-22,"Wisconsin","Donald Trump",50
"162",88177,241,"Ipsos",209516,2772,-0.9,"Probability Panel",55,2024-09-13,2024-09-11,"National","Donald Trump",47
"163",88736,1597,"Beacon/Shaw",212990,870,-1.1,"Live Phone/Text-to-Web",25,2024-10-14,2024-10-11,"National","Donald Trump",50
"164",87808,1424,"Siena/NYT",206201,655,-1.5,"Live Phone",88,2024-08-14,2024-08-09,"North Carolina","Donald Trump",46
"165",88614,1205,"Marist",212195,1186,-0.9,"Live Phone/Online Panel/Text-to-Web",33,2024-10-07,2024-10-03,"Texas","Donald Trump",53
"166",88554,1700,"McCourtney Institute/YouGov",211844,848,-1.1,"Online Panel",43,2024-09-27,2024-09-23,"National","Donald Trump",45
"167",88381,1597,"Beacon/Shaw",210910,707,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Georgia","Donald Trump",48
"168",88271,1292,"Hart/POS",210306,1000,-0.7,"Live Phone",53,2024-09-17,2024-09-13,"National","Donald Trump",41
"169",88362,1296,"University of Maryland/Washington Post",210778,1012,-0.3,"Live Phone/Text-to-Web",47,2024-09-23,2024-09-19,"Maryland","Donald Trump",31
"170",88298,290,"MassINC Polling Group",210387,800,-0.8,"Live Phone/Text-to-Web",54,2024-09-18,2024-09-12,"Connecticut","Donald Trump",37
"171",87999,241,"Ipsos",207598,2496,-0.9,"Probability Panel",74,2024-08-27,2024-08-23,"National","Donald Trump",46
"172",87555,568,"YouGov",204188,1155,-1.1,"Online Panel",106,2024-07-23,2024-07-22,"National","Donald Trump",46
"173",88000,460,"SurveyUSA",207603,1293,-1.3,"IVR/Online Panel/Text-to-Web",74,2024-08-27,2024-08-23,"Nebraska","Donald Trump",54
"174",87663,568,"YouGov",205200,3092,-1.1,"Online Panel",98,2024-08-02,2024-07-30,"National","Donald Trump",49
"175",88465,1102,"Emerson",211323,1000,-1.1,"Online Panel/Text-to-Web",39,2024-09-28,2024-09-27,"Pennsylvania","Donald Trump",48.8
"176",88703,241,"Ipsos",213034,938,-0.9,"Probability Panel",25,2024-10-13,2024-10-11,"National","Donald Trump",37
"177",88411,1528,"AtlasIntel",211067,918,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Michigan","Donald Trump",50.4
"178",88065,1102,"Emerson",207933,845,-1.1,"Online Panel/Text-to-Web",63,2024-09-05,2024-09-03,"Texas","Donald Trump",50.9
"179",88666,1292,"Hart/POS",212486,1000,-0.7,"Live Phone",32,2024-10-08,2024-10-04,"National","Donald Trump",48
"180",88414,1528,"AtlasIntel",211075,1077,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Wisconsin","Donald Trump",49.6
"181",88229,438,"Siena",210092,1003,-0.8,"Live Phone/Text-to-Web",55,2024-09-16,2024-09-11,"New York","Donald Trump",40
"182",88558,241,"Ipsos",211858,1076,-0.9,"Probability Panel",32,2024-10-07,2024-10-04,"National","Donald Trump",49
"183",87720,1424,"Siena/NYT",205633,661,-1.5,"Live Phone",92,2024-08-08,2024-08-05,"Wisconsin","Donald Trump",43
"184",87794,241,"Ipsos",206254,1975,-0.9,"Probability Panel",88,2024-08-13,2024-08-09,"National","Donald Trump",44
"185",88550,1424,"Siena/NYT",211846,3385,-1.5,"Live Phone",37,2024-10-06,2024-09-29,"National","Donald Trump",46
"186",88011,1516,"East Carolina University",207685,920,-0.5,"IVR/Text-to-Web",71,2024-08-28,2024-08-26,"North Carolina","Donald Trump",47.6
"187",88277,1424,"Siena/NYT",210339,682,-1.5,"Live Phone",49,2024-09-21,2024-09-17,"Georgia","Donald Trump",47
"188",87699,1075,"Marquette Law School",205434,683,-1.1,"Probability Panel",104,2024-08-01,2024-07-24,"National","Donald Trump",47
"189",88410,1528,"AtlasIntel",211064,946,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"Arizona","Donald Trump",49.8
"190",87719,1424,"Siena/NYT",205629,619,-1.5,"Live Phone",92,2024-08-08,2024-08-05,"Michigan","Donald Trump",43
"191",88275,290,"MassINC Polling Group",210331,800,-0.8,"Live Phone/Text-to-Web",54,2024-09-18,2024-09-12,"Massachusetts","Donald Trump",35
"192",88380,1597,"Beacon/Shaw",210905,1021,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"Arizona","Donald Trump",50
"193",88203,1308,"Data Orbital",209816,550,-0.9,"Live Phone/Text-to-Web",59,2024-09-09,2024-09-07,"Arizona","Donald Trump",46.2
"194",87721,1424,"Siena/NYT",205631,693,-1.5,"Live Phone",91,2024-08-09,2024-08-06,"Pennsylvania","Donald Trump",43
"195",88073,1424,"Siena/NYT",207968,1695,-1.5,"Live Phone",63,2024-09-06,2024-09-03,"National","Donald Trump",48
"196",88372,1847,"University of Massachusetts Lowell/YouGov",210794,800,-1,"Online Panel",55,2024-09-19,2024-09-11,"Pennsylvania","Donald Trump",46
"197",87630,241,"Ipsos",204846,876,-0.9,"Probability Panel",102,2024-07-28,2024-07-26,"National","Donald Trump",42
"198",88228,1424,"Siena/NYT",210084,2437,-1.5,"Live Phone",55,2024-09-16,2024-09-11,"National","Donald Trump",47
"199",88402,1597,"Beacon/Shaw",211015,787,-1.1,"Live Phone/Text-to-Web",46,2024-09-24,2024-09-20,"North Carolina","Donald Trump",49
"200",88415,1528,"AtlasIntel",211072,1173,-0.8,"Online Ad",46,2024-09-25,2024-09-20,"North Carolina","Donald Trump",48.1
