poll_id,pollster_id,pollster,question_id,sample_size,pollscore,methodology,days_taken_from_election,end_date,start_date,state,answer,pct
88801,1528,AtlasIntel,213394,932,-0.8,Online Ad,24,2024-10-17,2024-10-12,Wisconsin,Kennedy,0.7
88801,1528,AtlasIntel,213394,932,-0.8,Online Ad,24,2024-10-17,2024-10-12,Wisconsin,Stein,0.2
88801,1528,AtlasIntel,213395,932,-0.8,Online Ad,24,2024-10-17,2024-10-12,Wisconsin,Harris,49
88801,1528,AtlasIntel,213395,932,-0.8,Online Ad,24,2024-10-17,2024-10-12,Wisconsin,Trump,48.4
88762,568,YouGov,213103,1435,-1.1,Online Panel,25,2024-10-16,2024-10-11,Arizona,Harris,48
88762,568,YouGov,213103,1435,-1.1,Online Panel,25,2024-10-16,2024-10-11,Arizona,Trump,51
88721,1102,Emerson,212897,1000,-1.1,IVR/Online Panel,24,2024-10-14,2024-10-12,California,Harris,61
88721,1102,Emerson,212897,1000,-1.1,IVR/Online Panel,24,2024-10-14,2024-10-12,California,Trump,36.6
88734,396,Quinnipiac,212958,1328,-0.5,Live Phone,26,2024-10-14,2024-10-10,Georgia,Harris,45
88734,396,Quinnipiac,212958,1328,-0.5,Live Phone,26,2024-10-14,2024-10-10,Georgia,Trump,52
88734,396,Quinnipiac,212958,1328,-0.5,Live Phone,26,2024-10-14,2024-10-10,Georgia,Stein,1
88734,396,Quinnipiac,212958,1328,-0.5,Live Phone,26,2024-10-14,2024-10-10,Georgia,Oliver,1
88734,396,Quinnipiac,212960,1328,-0.5,Live Phone,26,2024-10-14,2024-10-10,Georgia,Harris,46
88734,396,Quinnipiac,212960,1328,-0.5,Live Phone,26,2024-10-14,2024-10-10,Georgia,Trump,52
88735,396,Quinnipiac,212959,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,Harris,49
88735,396,Quinnipiac,212959,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,Trump,47
88735,396,Quinnipiac,212959,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,Stein,0
88735,396,Quinnipiac,212959,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,Oliver,1
88735,396,Quinnipiac,212959,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,West,0
88735,396,Quinnipiac,212959,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,Terry,0
88735,396,Quinnipiac,212961,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,Harris,50
88735,396,Quinnipiac,212961,1031,-0.5,Live Phone,26,2024-10-14,2024-10-10,North Carolina,Trump,47
88722,460,SurveyUSA,212896,703,-1.3,Online Panel,27,2024-10-14,2024-10-09,Washington,Harris,57
88722,460,SurveyUSA,212896,703,-1.3,Online Panel,27,2024-10-14,2024-10-09,Washington,Trump,35
88776,1516,East Carolina University,213298,701,-0.5,IVR/Text-to-Web,27,2024-10-14,2024-10-09,Georgia,Harris,45.8
88776,1516,East Carolina University,213298,701,-0.5,IVR/Text-to-Web,27,2024-10-14,2024-10-09,Georgia,Trump,48.9
88776,1516,East Carolina University,213298,701,-0.5,IVR/Text-to-Web,27,2024-10-14,2024-10-09,Georgia,Oliver,0.4
88776,1516,East Carolina University,213298,701,-0.5,IVR/Text-to-Web,27,2024-10-14,2024-10-09,Georgia,Stein,1.4
88664,1424,Siena/NYT,212457,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Harris,50
88664,1424,Siena/NYT,212457,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Trump,47
88664,1424,Siena/NYT,212458,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Harris,49
88664,1424,Siena/NYT,212458,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Trump,45
88664,1424,Siena/NYT,212458,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Stein,2
88664,1424,Siena/NYT,212458,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Oliver,1
88664,1424,Siena/NYT,212459,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Harris,50
88664,1424,Siena/NYT,212459,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Trump,47
88664,1424,Siena/NYT,212460,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Harris,49
88664,1424,Siena/NYT,212460,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Trump,45
88664,1424,Siena/NYT,212460,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Stein,1
88664,1424,Siena/NYT,212460,857,-1.5,Live Phone,29,2024-10-10,2024-10-07,Pennsylvania,Oliver,0
88665,1424,Siena/NYT,212461,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Harris,46
88665,1424,Siena/NYT,212461,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Trump,51
88665,1424,Siena/NYT,212462,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Harris,45
88665,1424,Siena/NYT,212462,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Trump,50
88665,1424,Siena/NYT,212462,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Stein,1
88665,1424,Siena/NYT,212462,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Oliver,0
88665,1424,Siena/NYT,212463,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Harris,45
88665,1424,Siena/NYT,212463,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Trump,51
88665,1424,Siena/NYT,212464,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Harris,44
88665,1424,Siena/NYT,212464,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Trump,49
88665,1424,Siena/NYT,212464,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Stein,2
88665,1424,Siena/NYT,212464,808,-1.5,Live Phone,29,2024-10-10,2024-10-07,Arizona,Oliver,1
88738,1847,University of Massachusetts Lowell/YouGov,213057,600,-1,Online Panel,34,2024-10-10,2024-10-02,New Hampshire,Harris,50
88738,1847,University of Massachusetts Lowell/YouGov,213057,600,-1,Online Panel,34,2024-10-10,2024-10-02,New Hampshire,Trump,41
88738,1847,University of Massachusetts Lowell/YouGov,213057,600,-1,Online Panel,34,2024-10-10,2024-10-02,New Hampshire,Stein,1
88738,1847,University of Massachusetts Lowell/YouGov,213057,600,-1,Online Panel,34,2024-10-10,2024-10-02,New Hampshire,Oliver,1
88768,568,YouGov,213248,1091,-1.1,Online Panel,34,2024-10-10,2024-10-02,Texas,Harris,46
88768,568,YouGov,213248,1091,-1.1,Online Panel,34,2024-10-10,2024-10-02,Texas,Trump,51
88768,568,YouGov,213248,1091,-1.1,Online Panel,34,2024-10-10,2024-10-02,Texas,Stein,2
88768,568,YouGov,213248,1091,-1.1,Online Panel,34,2024-10-10,2024-10-02,Texas,Oliver,1
88737,1847,University of Massachusetts Lowell/YouGov,213056,800,-1,Online Panel,34,2024-10-09,2024-10-02,Pennsylvania,Harris,46
88737,1847,University of Massachusetts Lowell/YouGov,213056,800,-1,Online Panel,34,2024-10-09,2024-10-02,Pennsylvania,Trump,45
88737,1847,University of Massachusetts Lowell/YouGov,213056,800,-1,Online Panel,34,2024-10-09,2024-10-02,Pennsylvania,Stein,1
88737,1847,University of Massachusetts Lowell/YouGov,213056,800,-1,Online Panel,34,2024-10-09,2024-10-02,Pennsylvania,Oliver,0
88606,1102,Emerson,212185,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Arizona,Harris,48.2
88606,1102,Emerson,212185,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Arizona,Trump,50.5
88607,1102,Emerson,212186,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Georgia,Harris,49.8
88607,1102,Emerson,212186,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Georgia,Trump,49.7
88608,1102,Emerson,212187,950,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Michigan,Harris,49.7
88608,1102,Emerson,212187,950,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Michigan,Trump,49.6
88609,1102,Emerson,212188,900,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Nevada,Harris,49.2
88609,1102,Emerson,212188,900,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Nevada,Trump,48.1
88610,1102,Emerson,212189,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,North Carolina,Harris,49
88610,1102,Emerson,212189,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,North Carolina,Trump,49.9
88611,1102,Emerson,212190,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Pennsylvania,Harris,49
88611,1102,Emerson,212190,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Pennsylvania,Trump,49.7
88612,1102,Emerson,212191,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Wisconsin,Harris,49.2
88612,1102,Emerson,212191,1000,-1.1,IVR/Online Panel/Text-to-Web,31,2024-10-08,2024-10-05,Wisconsin,Trump,49.9
88617,1424,Siena/NYT,212204,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Harris,39
88617,1424,Siena/NYT,212204,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Trump,57
88617,1424,Siena/NYT,212205,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Harris,38
88617,1424,Siena/NYT,212205,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Trump,56
88617,1424,Siena/NYT,212205,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Stein,0
88617,1424,Siena/NYT,212205,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Oliver,0
88617,1424,Siena/NYT,212206,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Harris,40
88617,1424,Siena/NYT,212206,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Trump,57
88617,1424,Siena/NYT,212207,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Harris,39
88617,1424,Siena/NYT,212207,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Trump,56
88617,1424,Siena/NYT,212207,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Stein,0
88617,1424,Siena/NYT,212207,656,-1.5,Live Phone,31,2024-10-08,2024-10-05,Montana,Oliver,0
88591,396,Quinnipiac,212154,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,Harris,47
88591,396,Quinnipiac,212154,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,Trump,50
88591,396,Quinnipiac,212154,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,Stein,0
88591,396,Quinnipiac,212154,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,Oliver,1
88591,396,Quinnipiac,212154,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,West,1
88591,396,Quinnipiac,212154,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,Terry,0
88591,396,Quinnipiac,212157,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,Harris,47
88591,396,Quinnipiac,212157,1007,-0.5,Live Phone,33,2024-10-07,2024-10-03,Michigan,Trump,51
88592,396,Quinnipiac,212155,1412,-0.5,Live Phone,33,2024-10-07,2024-10-03,Pennsylvania,Harris,49
88592,396,Quinnipiac,212155,1412,-0.5,Live Phone,33,2024-10-07,2024-10-03,Pennsylvania,Trump,46
88592,396,Quinnipiac,212155,1412,-0.5,Live Phone,33,2024-10-07,2024-10-03,Pennsylvania,Stein,1
88592,396,Quinnipiac,212155,1412,-0.5,Live Phone,33,2024-10-07,2024-10-03,Pennsylvania,Oliver,1
88592,396,Quinnipiac,212158,1412,-0.5,Live Phone,33,2024-10-07,2024-10-03,Pennsylvania,Harris,49
88592,396,Quinnipiac,212158,1412,-0.5,Live Phone,33,2024-10-07,2024-10-03,Pennsylvania,Trump,47
88593,396,Quinnipiac,212156,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,Harris,46
88593,396,Quinnipiac,212156,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,Trump,48
88593,396,Quinnipiac,212156,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,Stein,1
88593,396,Quinnipiac,212156,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,Oliver,1
88593,396,Quinnipiac,212156,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,West,0
88593,396,Quinnipiac,212156,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,Terry,0
88593,396,Quinnipiac,212156,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,De la Cruz,0
88593,396,Quinnipiac,212159,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,Harris,47
88593,396,Quinnipiac,212159,1073,-0.5,Live Phone,33,2024-10-07,2024-10-03,Wisconsin,Trump,49
88613,1205,Marist,212192,1257,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Florida,Harris,47
88613,1205,Marist,212192,1257,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Florida,Trump,51
88613,1205,Marist,212193,1410,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Florida,Harris,47
88613,1205,Marist,212193,1410,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Florida,Trump,51
88614,1205,Marist,212194,1365,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Texas,Harris,46
88614,1205,Marist,212194,1365,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Texas,Trump,52
88614,1205,Marist,212195,1186,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Texas,Harris,46
88614,1205,Marist,212195,1186,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Texas,Trump,53
88615,1205,Marist,212196,1511,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Harris,46
88615,1205,Marist,212196,1511,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Trump,52
88615,1205,Marist,212197,1327,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Harris,46
88615,1205,Marist,212197,1327,-0.9,Live Phone/Online Panel/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Trump,52
88616,486,The Washington Post,212198,1002,-1.2,Live Phone/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Harris,45
88616,486,The Washington Post,212198,1002,-1.2,Live Phone/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Trump,51
88616,486,The Washington Post,212199,1002,-1.2,Live Phone/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Harris,44
88616,486,The Washington Post,212199,1002,-1.2,Live Phone/Text-to-Web,33,2024-10-07,2024-10-03,Ohio,Trump,51
88555,1424,Siena/NYT,211848,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Harris,41
88555,1424,Siena/NYT,211848,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Trump,55
88555,1424,Siena/NYT,211849,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Harris,40
88555,1424,Siena/NYT,211849,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Trump,53
88555,1424,Siena/NYT,211849,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Stein,0
88555,1424,Siena/NYT,211849,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Oliver,0
88555,1424,Siena/NYT,212200,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Harris,41
88555,1424,Siena/NYT,212200,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Trump,54
88555,1424,Siena/NYT,212201,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Harris,40
88555,1424,Siena/NYT,212201,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Trump,53
88555,1424,Siena/NYT,212201,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Stein,0
88555,1424,Siena/NYT,212201,622,-1.5,Live Phone,37,2024-10-06,2024-09-29,Florida,Oliver,1
88551,458,Suffolk,211845,500,-1,Live Phone,35,2024-10-05,2024-10-01,Massachusetts,Harris,61.2
88551,458,Suffolk,211845,500,-1,Live Phone,35,2024-10-05,2024-10-01,Massachusetts,Trump,32.2
88551,458,Suffolk,211845,500,-1,Live Phone,35,2024-10-05,2024-10-01,Massachusetts,Ayyadurai,0.8
88551,458,Suffolk,211845,500,-1,Live Phone,35,2024-10-05,2024-10-01,Massachusetts,De la Cruz,0.8
88551,458,Suffolk,211845,500,-1,Live Phone,35,2024-10-05,2024-10-01,Massachusetts,Oliver,0.2
88551,458,Suffolk,211845,500,-1,Live Phone,35,2024-10-05,2024-10-01,Massachusetts,Stein,1.2
88669,289,Mason-Dixon,212488,625,-1.1,Live Phone,35,2024-10-04,2024-10-01,Florida,Harris,43
88669,289,Mason-Dixon,212488,625,-1.1,Live Phone,35,2024-10-04,2024-10-01,Florida,Trump,49
88556,1424,Siena/NYT,211850,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Harris,44
88556,1424,Siena/NYT,211850,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Trump,50
88556,1424,Siena/NYT,211851,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Harris,42
88556,1424,Siena/NYT,211851,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Trump,49
88556,1424,Siena/NYT,211851,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Stein,2
88556,1424,Siena/NYT,211851,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Oliver,2
88556,1424,Siena/NYT,212202,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Harris,44
88556,1424,Siena/NYT,212202,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Trump,50
88556,1424,Siena/NYT,212203,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Harris,41
88556,1424,Siena/NYT,212203,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Trump,48
88556,1424,Siena/NYT,212203,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Stein,2
88556,1424,Siena/NYT,212203,617,-1.5,Live Phone,37,2024-10-04,2024-09-29,Texas,Oliver,3
88541,94,Christopher Newport U.,211817,800,-0.6,Live Phone,38,2024-10-04,2024-09-28,Virginia,Harris,52
88541,94,Christopher Newport U.,211817,800,-0.6,Live Phone,38,2024-10-04,2024-09-28,Virginia,Trump,41
88618,1901,YouGov/Center for Working Class Politics,212208,1000,-1.1,Online Panel,42,2024-10-02,2024-09-24,Pennsylvania,Harris,46.8
88618,1901,YouGov/Center for Working Class Politics,212208,1000,-1.1,Online Panel,42,2024-10-02,2024-09-24,Pennsylvania,Trump,44.7
88514,1363,UC Berkeley,212244,3045,-0.2,Email,41,2024-10-01,2024-09-25,California,Harris,57
88514,1363,UC Berkeley,212244,3045,-0.2,Email,41,2024-10-01,2024-09-25,California,Trump,35
88514,1363,UC Berkeley,212244,3045,-0.2,Email,41,2024-10-01,2024-09-25,California,Kennedy,2
88514,1363,UC Berkeley,212244,3045,-0.2,Email,41,2024-10-01,2024-09-25,California,West,1
88514,1363,UC Berkeley,212244,3045,-0.2,Email,41,2024-10-01,2024-09-25,California,Stein,1
88514,1363,UC Berkeley,212244,3045,-0.2,Email,41,2024-10-01,2024-09-25,California,Oliver,0
88431,486,The Washington Post,211143,1001,-1.2,Live Phone/Text-to-Web,41,2024-09-29,2024-09-25,North Carolina,Harris,48
88431,486,The Washington Post,211143,1001,-1.2,Live Phone/Text-to-Web,41,2024-09-29,2024-09-25,North Carolina,Trump,50
88431,486,The Washington Post,211144,1001,-1.2,Live Phone/Text-to-Web,41,2024-09-29,2024-09-25,North Carolina,Harris,47
88431,486,The Washington Post,211144,1001,-1.2,Live Phone/Text-to-Web,41,2024-09-29,2024-09-25,North Carolina,Trump,50
88457,396,Quinnipiac,211301,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,Harris,47
88457,396,Quinnipiac,211301,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,Trump,49
88457,396,Quinnipiac,211301,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,Stein,1
88457,396,Quinnipiac,211301,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,Oliver,0
88457,396,Quinnipiac,211301,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,West,1
88457,396,Quinnipiac,211301,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,Terry,0
88457,396,Quinnipiac,211303,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,Harris,48
88457,396,Quinnipiac,211303,953,-0.5,Live Phone,41,2024-09-29,2024-09-25,North Carolina,Trump,49
88458,396,Quinnipiac,211300,942,-0.5,Live Phone,41,2024-09-29,2024-09-25,Georgia,Harris,44
88458,396,Quinnipiac,211300,942,-0.5,Live Phone,41,2024-09-29,2024-09-25,Georgia,Trump,50
88458,396,Quinnipiac,211300,942,-0.5,Live Phone,41,2024-09-29,2024-09-25,Georgia,Stein,0
88458,396,Quinnipiac,211300,942,-0.5,Live Phone,41,2024-09-29,2024-09-25,Georgia,Oliver,1
88458,396,Quinnipiac,211300,942,-0.5,Live Phone,41,2024-09-29,2024-09-25,Georgia,West,1
