poll_id,pollster_id,pollster,display_name,pollster_rating_id,pollster_rating_name,numeric_grade,pollscore,methodology,transparency_score,start_date,end_date,question_id,sample_size,population,population_full,created_at,url,race_id,cycle,office_type,seat_number,election_date,stage,nationwide_batch,ranked_choice_reallocated,hypothetical,party,answer,candidate_id,candidate_name,pct
88383,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210930,926,lv,lv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,GRE,Stein,31116,Jill Stein,1
88383,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210930,926,lv,lv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,LIB,Oliver,31790,Chase Oliver,2
88383,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210931,926,lv,lv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,50
88383,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210931,926,lv,lv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8759,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,47
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210918,989,rv,rv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210918,989,rv,rv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,47
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210918,989,rv,rv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,GRE,Stein,31116,Jill Stein,0
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210918,989,rv,rv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,LIB,Oliver,31790,Chase Oliver,3
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210919,989,rv,rv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210919,989,rv,rv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,47
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210932,913,lv,lv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,DEM,Harris,16661,Kamala Harris,48
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210932,913,lv,lv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,REP,Trump,16651,Donald Trump,48
88384,1189,Morning Consult,Morning Consult,218,Morning Consult,1.9,-0.3,Online Panel,3,9/19/24,9/25/24,210932,913,lv,lv,9/26/24 20:25,https://www.bloomberg.com/news/features/2024-09-26/harris-holds-thin-lead-over-trump-in-swing-state-poll-election-2024,8781,2024,U.S. President,0,11/5/24,general,FALSE,FALSE,FALSE,GRE,Stein,31116,Jill Stein,0
